Here is surprise
打眼  ,  1  ,  {'surprise': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
笑对  ,  1  ,  {'joy': 0.8, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
谈笑风生  ,  2  ,  {'joy': 0.8, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
狂呼  ,  1  ,  {'joy': 0.8, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大快朵颐  ,  1  ,  {'joy': 0.8, 'love': 0.7, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
畅快  ,  7  ,  {'joy': 0.79, 'love': 0.1, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
尽兴  ,  6  ,  {'joy': 0.78, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
天伦之乐  ,  5  ,  {'joy': 0.78, 'love': 0.4, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
眉开眼笑  ,  3  ,  {'joy': 0.77, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
欢欣  ,  3  ,  {'joy': 0.77, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}

Here is hate
天理  ,  1  ,  {'hate': 1.0, 'anger': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
邪教  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
贱货  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
厚颜无耻  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
诱骗  ,  1  ,  {'hate': 1.0, 'anger': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
温床  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
动怒  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
大染缸  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
横行霸道  ,  1  ,  {'anger': 1.0, 'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
恃强凌弱  ,  2  ,  {'hate': 1.0, 'anger': 0.75, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
争霸  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
倒退  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
蛮横  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
黄粱梦  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
臭名昭著  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
臭名  ,  1  ,  {'hate': 1.0, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
远避  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
唾弃  ,  2  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
恶魔  ,  2  ,  {'hate': 0.9, 'anxiety': 0.45, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
生造  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
撒泼  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
瘟疫  ,  1  ,  {'anxiety': 0.9, 'hate': 0.9, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
不孝子  ,  1  ,  {'hate': 0.9, 'anxiety': 0.8, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
遭报应  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
撒野  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
恼羞成怒  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
官官相护  ,  1  ,  {'hate': 0.9, 'anger': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
草菅人命  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
害死  ,  1  ,  {'hate': 0.9, 'anxiety': 0.6, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
卑鄙无耻  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
尸体  ,  2  ,  {'hate': 0.9, 'sorrow': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
嘶吼  ,  1  ,  {'anger': 0.9, 'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
打砸抢  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
不堪入目  ,  2  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
大做文章  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
人吃人  ,  1  ,  {'hate': 0.9, 'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
贪腐  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
诡计多端  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
言而  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
翻脸不认人  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
卖国贼  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
矫揉造作  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
招摇撞骗  ,  1  ,  {'hate': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
病魔  ,  5  ,  {'hate': 0.86, 'anxiety': 0.16, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
操蛋  ,  2  ,  {'hate': 0.85, 'anger': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
不要脸  ,  2  ,  {'hate': 0.85, 'anger': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
制假  ,  2  ,  {'hate': 0.85, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
贩假  ,  2  ,  {'hate': 0.85, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
卖弄  ,  2  ,  {'hate': 0.85, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
深恶痛绝  ,  2  ,  {'hate': 0.85, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
利欲熏心  ,  2  ,  {'hate': 0.85, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
官僚主义  ,  2  ,  {'hate': 0.85, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
居心叵测  ,  3  ,  {'hate': 0.83, 'anger': 0.23, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
姑息  ,  3  ,  {'hate': 0.83, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
谩骂  ,  4  ,  {'hate': 0.83, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
迫害  ,  3  ,  {'hate': 0.83, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
台独  ,  7  ,  {'hate': 0.82, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
伤天害理  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
蛀虫  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
拙劣  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
淫威  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
威胁利诱  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
复仇  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
该死  ,  7  ,  {'hate': 0.8, 'anger': 0.21, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
怀恨  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
毒品  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
扼制  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
风言风语  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
愚人节  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
阿谀奉承  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
水性杨花  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
拈花惹草  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
奸臣  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
拳打脚踢  ,  4  ,  {'hate': 0.8, 'anger': 0.22, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
不修边幅  ,  1  ,  {'hate': 0.8, 'anxiety': 0.5, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
愤恨  ,  2  ,  {'hate': 0.8, 'anger': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
杂音  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
痛恨  ,  2  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
恶俗  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
打劫  ,  2  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
劫匪  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
拉皮条  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
阴沟  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
蜕皮  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
法西斯  ,  1  ,  {'hate': 0.8, 'anger': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
恐怖主义者  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
勒死  ,  1  ,  {'hate': 0.8, 'sorrow': 0.6, 'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
搞臭  ,  1  ,  {'hate': 0.8, 'anger': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
强奸  ,  6  ,  {'hate': 0.8, 'anger': 0.27, 'sorrow': 0.15, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
鬼胎  ,  1  ,  {'anger': 0.8, 'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
无休  ,  1  ,  {'hate': 0.8, 'anxiety': 0.5, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
一笑了之  ,  1  ,  {'hate': 0.8, 'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
陈词滥调  ,  1  ,  {'anger': 0.9, 'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
盗匪  ,  1  ,  {'hate': 0.8, 'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
鞭打  ,  1  ,  {'hate': 0.8, 'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
行骗  ,  1  ,  {'hate': 0.8, 'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
戏耍  ,  1  ,  {'hate': 0.8, 'anger': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
轻蔑  ,  1  ,  {'hate': 0.8, 'anger': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
嗤笑  ,  1  ,  {'hate': 0.8, 'anger': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
投机倒把  ,  1  ,  {'anger': 0.8, 'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
木讷  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
猖狂  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
底在  ,  1  ,  {'hate': 0.8, 'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
苦不堪言  ,  1  ,  {'hate': 0.8, 'anxiety': 0.5, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
鬼话  ,  1  ,  {'hate': 0.8, 'anger': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
坑蒙拐骗  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
同仇敌忾  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
老子  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
胆大妄为  ,  1  ,  {'hate': 0.8, 'anger': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
混球  ,  3  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
把持  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
有种  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
幸灾乐祸  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
倒行逆施  ,  1  ,  {'hate': 0.8, 'anger': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
窝藏  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
做假  ,  2  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
沆瀣一气  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
混淆是非  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
损人不利己  ,  2  ,  {'hate': 0.8, 'anger': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
偏执狂  ,  2  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
卖国  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
弄虚作假  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
凌驾  ,  4  ,  {'hate': 0.8, 'anger': 0.17, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
摆阔  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
失言  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
一意  ,  1  ,  {'hate': 0.8, 'anxiety': 0.6, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
四邻  ,  1  ,  {'hate': 0.8, 'anxiety': 0.5, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
侧目  ,  1  ,  {'hate': 0.8, 'anger': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
不可理喻  ,  2  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
民愤  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
玩忽职守  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
苛捐杂税  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
