蹑手蹑脚  ,  3  ,  {'anxiety': 0.53, 'love': 0.17, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
大汗淋漓  ,  1  ,  {'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
面不改色  ,  1  ,  {'joy': 0.6, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
津津有味  ,  8  ,  {'love': 0.63, 'joy': 0.08, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
亲自  ,  9  ,  {'love': 0.19, 'expect': 0.19, 'joy': 0.18, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
只喜欢  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
惊呆  ,  3  ,  {'surprise': 0.87, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'hate': 0.0}
胃痛  ,  1  ,  {'anxiety': 0.6, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
仰慕者  ,  1  ,  {'love': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
不厌其烦  ,  7  ,  {'love': 0.65, 'joy': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
聚齐  ,  1  ,  {'joy': 0.3, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
赏月  ,  3  ,  {'love': 0.63, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
团圆节  ,  1  ,  {'love': 0.7, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
情书  ,  31  ,  {'love': 0.43, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
逃学  ,  2  ,  {'hate': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
打架  ,  4  ,  {'hate': 0.38, 'anger': 0.15, 'anxiety': 0.1, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
霸道  ,  11  ,  {'hate': 0.54, 'anger': 0.18, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
专一  ,  5  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
率真  ,  3  ,  {'love': 0.73, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
两肋插刀  ,  2  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
掺假  ,  1  ,  {'hate': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
铁石心肠  ,  3  ,  {'anxiety': 0.5, 'sorrow': 0.27, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
头痛  ,  6  ,  {'anxiety': 0.47, 'sorrow': 0.15, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
遍体鳞伤  ,  11  ,  {'sorrow': 0.63, 'anxiety': 0.44, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
欣然  ,  6  ,  {'joy': 0.5, 'love': 0.4, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
好么  ,  3  ,  {'anxiety': 0.47, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
收回  ,  1  ,  {'sorrow': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
发出  ,  1  ,  {'joy': 0.4, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
悲喜  ,  3  ,  {'sorrow': 0.33, 'love': 0.07, 'anxiety': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
身后  ,  4  ,  {'sorrow': 0.23, 'love': 0.08, 'anxiety': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
历经  ,  1  ,  {'sorrow': 0.2, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
参与  ,  14  ,  {'expect': 0.24, 'love': 0.19, 'joy': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
贪污  ,  5  ,  {'hate': 0.76, 'anger': 0.1, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
腐败  ,  9  ,  {'hate': 0.67, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
解散  ,  1  ,  {'sorrow': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
禁赛  ,  2  ,  {'sorrow': 0.35, 'anger': 0.15, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
处罚  ,  8  ,  {'hate': 0.21, 'anger': 0.18, 'anxiety': 0.15, 'sorrow': 0.09, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
认同  ,  9  ,  {'love': 0.5, 'joy': 0.2, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
取消  ,  7  ,  {'anxiety': 0.2, 'sorrow': 0.19, 'anger': 0.1, 'hate': 0.07, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
疑问  ,  10  ,  {'anxiety': 0.45, 'surprise': 0.09, 'expect': 0.04, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'hate': 0.0}
机遇  ,  9  ,  {'love': 0.47, 'expect': 0.13, 'joy': 0.12, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
舞台  ,  5  ,  {'love': 0.46, 'expect': 0.14, 'joy': 0.1, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
参加  ,  15  ,  {'love': 0.26, 'joy': 0.21, 'expect': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
此情此景  ,  4  ,  {'sorrow': 0.22, 'love': 0.2, 'joy': 0.1, 'anxiety': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
饱受  ,  5  ,  {'sorrow': 0.38, 'anxiety': 0.32, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
战火  ,  1  ,  {'sorrow': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
蹂躏  ,  7  ,  {'hate': 0.36, 'sorrow': 0.32, 'anger': 0.3, 'anxiety': 0.07, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
处于  ,  2  ,  {'sorrow': 0.3, 'anxiety': 0.25, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
只有  ,  2  ,  {'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
涌上  ,  1  ,  {'joy': 0.4, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
殊荣  ,  1  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
情绪  ,  2  ,  {'anger': 0.35, 'sorrow': 0.1, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
弥漫  ,  5  ,  {'love': 0.32, 'sorrow': 0.22, 'anxiety': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
批准  ,  3  ,  {'love': 0.23, 'joy': 0.13, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
出资  ,  1  ,  {'love': 0.2, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
斡旋  ,  1  ,  {'expect': 0.5, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
一生  ,  5  ,  {'anger': 0.28, 'expect': 0.2, 'love': 0.18, 'anxiety': 0.16, 'joy': 0.0, 'sorrow': 0.0, 'surprise': 0.0, 'hate': 0.0}
前往  ,  2  ,  {'joy': 0.35, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
代表团  ,  1  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
重返  ,  1  ,  {'joy': 0.6, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
纯粹  ,  15  ,  {'love': 0.53, 'joy': 0.04, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
倡议  ,  1  ,  {'expect': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
融入  ,  10  ,  {'joy': 0.32, 'love': 0.17, 'expect': 0.07, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
胆战心惊  ,  3  ,  {'anxiety': 0.77, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
威猛  ,  1  ,  {'love': 0.8, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
重病  ,  1  ,  {'anxiety': 0.9, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
呻吟  ,  6  ,  {'anxiety': 0.42, 'sorrow': 0.4, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
病魔  ,  5  ,  {'hate': 0.86, 'anxiety': 0.16, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
惊慌失措  ,  2  ,  {'anxiety': 0.8, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
玩耍  ,  12  ,  {'joy': 0.55, 'love': 0.18, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
风流  ,  8  ,  {'hate': 0.29, 'love': 0.28, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
淫妇  ,  1  ,  {'hate': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
花心  ,  8  ,  {'anger': 0.34, 'hate': 0.33, 'love': 0.1, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
银婚  ,  1  ,  {'love': 0.6, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
金婚  ,  2  ,  {'joy': 0.5, 'love': 0.4, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
好感  ,  7  ,  {'love': 0.67, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
傲慢  ,  6  ,  {'hate': 0.63, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
差遣  ,  1  ,  {'anger': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
德性  ,  1  ,  {'hate': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
厌烦  ,  8  ,  {'hate': 0.66, 'anxiety': 0.06, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
强硬  ,  1  ,  {'anxiety': 0.6, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
脸红  ,  7  ,  {'anxiety': 0.45, 'love': 0.1, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
风趣  ,  3  ,  {'love': 0.67, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
有才  ,  4  ,  {'love': 0.57, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
调情  ,  4  ,  {'love': 0.4, 'joy': 0.18, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
暴跳如雷  ,  2  ,  {'anger': 0.9, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
快刀斩乱麻  ,  1  ,  {'expect': 0.4, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
得罪  ,  2  ,  {'anxiety': 0.35, 'anger': 0.35, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
得理不饶人  ,  1  ,  {'anxiety': 0.8, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
光亮  ,  4  ,  {'love': 0.65, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
磨练  ,  8  ,  {'love': 0.28, 'anxiety': 0.15, 'expect': 0.15, 'joy': 0.08, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
绊倒  ,  1  ,  {'hate': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
底气  ,  3  ,  {'joy': 0.4, 'love': 0.13, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
根除  ,  1  ,  {'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
人无完人  ,  2  ,  {'anxiety': 0.55, 'sorrow': 0.35, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
当局者迷  ,  1  ,  {'anxiety': 0.6, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
暗自  ,  1  ,  {'joy': 0.5, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
活该  ,  2  ,  {'hate': 0.65, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
爱憎分明  ,  2  ,  {'love': 0.55, 'joy': 0.25, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
吃亏  ,  7  ,  {'sorrow': 0.39, 'anxiety': 0.19, 'hate': 0.09, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
含蓄  ,  4  ,  {'love': 0.58, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
拈花惹草  ,  1  ,  {'hate': 0.8, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
讥讽  ,  3  ,  {'hate': 0.47, 'anger': 0.43, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0}
孤烟  ,  1  ,  {'anxiety': 0.7, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
江郎才尽  ,  2  ,  {'anxiety': 0.4, 'sorrow': 0.3, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
上坟  ,  1  ,  {'sorrow': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
失忆  ,  3  ,  {'sorrow': 0.53, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
卖力  ,  8  ,  {'love': 0.37, 'expect': 0.13, 'joy': 0.05, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
敬酒  ,  2  ,  {'joy': 0.3, 'love': 0.15, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
后妈  ,  1  ,  {'hate': 0.3, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
阴暗  ,  15  ,  {'anxiety': 0.4, 'hate': 0.39, 'anger': 0.08, 'sorrow': 0.05, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'surprise': 0.0}
生命  ,  4  ,  {'love': 0.58, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
愤愤  ,  2  ,  {'anger': 0.85, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
楷模  ,  2  ,  {'love': 0.75, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
刻板  ,  5  ,  {'hate': 0.34, 'anxiety': 0.24, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
璀璨  ,  11  ,  {'love': 0.65, 'joy': 0.06, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
责任感  ,  5  ,  {'love': 0.44, 'anxiety': 0.3, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
分居  ,  2  ,  {'sorrow': 0.35, 'anxiety': 0.3, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
劝慰  ,  2  ,  {'love': 0.45, 'expect': 0.3, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
捕获  ,  1  ,  {'love': 0.4, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
拆散  ,  2  ,  {'sorrow': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
艳羡  ,  1  ,  {'love': 0.7, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
不如  ,  14  ,  {'anxiety': 0.2, 'hate': 0.17, 'sorrow': 0.07, 'anger': 0.07, 'expect': 0.03, 'love': 0.0, 'joy': 0.0, 'surprise': 0.0}
忙乱  ,  5  ,  {'anxiety': 0.62, 'hate': 0.1, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
义无反顾  ,  7  ,  {'love': 0.27, 'joy': 0.15, 'sorrow': 0.1, 'anxiety': 0.07, 'expect': 0.06, 'surprise': 0.06, 'anger': 0.0, 'hate': 0.0}
达成  ,  5  ,  {'joy': 0.5, 'anxiety': 0.0, 'love': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
遗失  ,  10  ,  {'anxiety': 0.37, 'sorrow': 0.29, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
不知天高地厚  ,  2  ,  {'anxiety': 0.75, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
约会  ,  11  ,  {'love': 0.35, 'joy': 0.27, 'expect': 0.06, 'anxiety': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
干脆利落  ,  1  ,  {'love': 0.9, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
吵醒  ,  3  ,  {'anxiety': 0.2, 'anger': 0.2, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'surprise': 0.0, 'hate': 0.0}
老婆  ,  6  ,  {'love': 0.53, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
抱抱  ,  4  ,  {'love': 0.7, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
就想  ,  1  ,  {'expect': 0.7, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
花丛  ,  1  ,  {'love': 0.3, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
融化  ,  4  ,  {'sorrow': 0.35, 'love': 0.2, 'joy': 0.08, 'anxiety': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
归宿  ,  11  ,  {'love': 0.5, 'joy': 0.06, 'expect': 0.06, 'sorrow': 0.04, 'hate': 0.04, 'anxiety': 0.0, 'anger': 0.0, 'surprise': 0.0}
关怀  ,  34  ,  {'love': 0.66, 'joy': 0.14, 'anxiety': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
俗套  ,  2  ,  {'hate': 0.35, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0}
避开  ,  1  ,  {'sorrow': 0.6, 'anxiety': 0.0, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
赶回  ,  1  ,  {'anxiety': 0.4, 'love': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
寂寥  ,  10  ,  {'anxiety': 0.51, 'sorrow': 0.38, 'love': 0.0, 'joy': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
点点头  ,  1  ,  {'love': 0.3, 'anxiety': 0.0, 'joy': 0.0, 'sorrow': 0.0, 'expect': 0.0, 'anger': 0.0, 'surprise': 0.0, 'hate': 0.0}
